Date;SP500
17.03.17;2365.45
20.03.17;2385.26
21.03.17;2381.38
22.03.17;2378.25
23.03.17;2373.47
24.03.17;2344.02
27.03.17;2348.45
28.03.17;2345.96
29.03.17;2343.98
30.03.17;2341.59
31.03.17;2358.57
03.04.17;2361.13
04.04.17;2368.06
05.04.17;2362.72
06.04.17;2358.84
07.04.17;2360.16
10.04.17;2352.95
11.04.17;2357.49
12.04.17;2355.54
13.04.17;2357.16
14.04.17;2357.16
17.04.17;2353.78
18.04.17;2344.93
19.04.17;2328.95
20.04.17;2349.01
21.04.17;2342.19
24.04.17;2338.17
25.04.17;2355.84
26.04.17;2348.69
27.04.17;2374.15
28.04.17;2388.61
01.05.17;2387.45
02.05.17;2388.77
03.05.17;2384.20
04.05.17;2388.33
05.05.17;2391.17
08.05.17;2388.13
09.05.17;2389.52
10.05.17;2399.29
11.05.17;2399.38
12.05.17;2396.92
15.05.17;2399.63
16.05.17;2394.44
17.05.17;2390.90
18.05.17;2402.32
19.05.17;2400.67
22.05.17;2357.03
23.05.17;2365.72
24.05.17;2381.73
25.05.17;2394.02
26.05.17;2398.42
29.05.17;2398.42
30.05.17;2404.39
31.05.17;2415.07
01.06.17;2415.82
02.06.17;2412.91
05.06.17;2411.80
06.06.17;2430.06
07.06.17;2439.07
08.06.17;2436.10
09.06.17;2429.33
12.06.17;2433.14
13.06.17;2433.79
14.06.17;2431.77
15.06.17;2429.39
16.06.17;2440.35
19.06.17;2437.92
20.06.17;2432.46
21.06.17;2433.15
22.06.17;2453.46
23.06.17;2437.03
26.06.17;2435.61
27.06.17;2434.50
28.06.17;2438.30
29.06.17;2439.07
30.06.17;2419.38
03.07.17;2440.69
04.07.17;2440.69
05.07.17;2419.70
06.07.17;2423.41
07.07.17;2429.01
10.07.17;2432.54
11.07.17;2409.75
12.07.17;2425.18
13.07.17;2427.43
14.07.17;2425.53
17.07.17;2443.25
18.07.17;2447.83
19.07.17;2459.27
20.07.17;2459.14
21.07.17;2460.61
24.07.17;2473.83
25.07.17;2473.45
26.07.17;2472.54
27.07.17;2469.91
28.07.17;2477.13
31.07.17;2477.83
01.08.17;2475.42
02.08.17;2472.10
03.08.17;2470.30
04.08.17;2476.35
07.08.17;2477.57
08.08.17;2472.16
09.08.17;2476.83
10.08.17;2480.91
11.08.17;2474.92
14.08.17;2474.02
15.08.17;2438.21
16.08.17;2441.32
17.08.17;2465.84
18.08.17;2464.61
21.08.17;2468.11
22.08.17;2430.01
23.08.17;2425.55
24.08.17;2428.37
25.08.17;2452.51
28.08.17;2444.04
29.08.17;2438.97
30.08.17;2443.05
31.08.17;2444.24
01.09.17;2446.30
04.09.17;2446.30
05.09.17;2457.59
06.09.17;2471.65
07.09.17;2476.55
08.09.17;2457.85
11.09.17;2465.54
12.09.17;2465.10
13.09.17;2461.43
14.09.17;2488.11
15.09.17;2496.48
18.09.17;2498.37
19.09.17;2495.62
20.09.17;2500.23
21.09.17;2503.87
22.09.17;2506.65
25.09.17;2508.24
26.09.17;2500.60
27.09.17;2502.22
28.09.17;2496.66
29.09.17;2496.84
02.10.17;2507.04
03.10.17;2510.06
04.10.17;2519.36
05.10.17;2529.12
06.10.17;2534.58
09.10.17;2537.74
10.10.17;2552.07
11.10.17;2549.33
12.10.17;2544.73
13.10.17;2550.64
16.10.17;2555.24
17.10.17;2550.93
18.10.17;2553.17
19.10.17;2557.64
20.10.17;2559.36
23.10.17;2561.26
24.10.17;2562.10
25.10.17;2575.21
26.10.17;2564.98
27.10.17;2569.13
30.10.17;2557.15
31.10.17;2560.40
01.11.17;2581.07
02.11.17;2572.83
03.11.17;2575.26
06.11.17;2579.36
07.11.17;2579.85
08.11.17;2587.84
09.11.17;2591.13
10.11.17;2590.64
13.11.17;2594.38
14.11.17;2584.62
15.11.17;2582.30
16.11.17;2584.84
17.11.17;2578.87
20.11.17;2564.62
21.11.17;2585.64
22.11.17;2578.85
23.11.17;2578.85
24.11.17;2582.14
27.11.17;2599.03
28.11.17;2597.08
